customer_id,gender,age_group,region_id,registration_date
C02016,Female,Young Adult,W,2023-05-26
C02017,Male,Elder,S,2023-07-15
C02018,Female,Elder,E,2024-04-25
C02019,Male,Young Adult,S,2023-03-16
C02020,Female,Young Adult,W,2022-11-07
C02021,Male,Young Adult,E,2022-02-04
C02022,Male,Young Adult,W,2022-08-05
C02023,Female,Adult,W,2023-12-22
C02024,Male,Adult,S,2024-10-12
C02025,Male,Adult,N,2023-06-03
C02026,Female,Adult,S,2022-09-26
C02027,Male,Young Adult,W,2023-09-30
C02028,Female,Young Adult,N,2023-04-20
C02029,Female,Adult,E,2022-03-31
C02030,Female,Young Adult,W,2024-12-01
C02031,Male,Adult,S,2024-09-08
C02032,Male,Young Adult,E,2022-10-15
C02033,Male,Teenager,N,2023-04-26
C02034,Female,Elder,N,2023-09-29
C02035,Male,Young Adult,W,2023-05-16
C02036,Female,Elder,N,2022-02-21
C02037,Female,Elder,N,2022-04-13
C02038,Male,Adult,W,2023-11-30
C02039,Female,Adult,S,2024-11-03
C02040,Male,Adult,W,2023-04-15
C02041,Male,Elder,W,2023-03-03
C02042,Male,Young Adult,N,2022-04-20
C02043,Male,Adult,N,2023-05-30
C02044,Male,Adult,E,2022-03-09
C02045,Female,Young Adult,S,2023-01-24
C02046,Female,Young Adult,N,2022-11-04
C02047,Female,Young Adult,E,2024-12-25
C02048,Male,Adult,N,2023-04-05
C02049,Male,Elder,W,2022-12-13
C02050,Male,Young Adult,N,2022-11-21
C02051,Female,Elder,N,2023-10-29
C02052,Male,Adult,N,2024-11-22
C02053,Female,Adult,W,2022-03-09
C02054,Female,Adult,E,2022-07-06
C02055,Male,Adult,W,2022-07-11
C02056,Male,Teenager,S,2023-03-04
C02057,Female,Adult,S,2022-08-04
C02058,Male,Teenager,N,2022-06-26
C02059,Female,Elder,E,2023-07-15
C02060,Male,Elder,E,2024-05-30
C02061,Male,Young Adult,E,2023-09-18
C02062,Female,Young Adult,N,2023-08-30
C02063,Male,Adult,W,2022-06-28
C02064,Female,Young Adult,N,2023-01-30
C02065,Male,Elder,W,2024-05-25
C02066,Female,Teenager,N,2024-08-19
C02067,Female,Young Adult,E,2022-07-17
C02068,Male,Elder,S,2024-08-26
C02069,Female,Adult,S,2023-10-31
C02070,Male,Adult,E,2023-04-02
C02071,Male,Young Adult,S,2022-03-13
C02072,Male,Adult,S,2022-08-11
C02073,Female,Adult,E,2022-10-03
C02074,Female,Adult,E,2023-07-27
C02075,Male,Adult,W,2024-07-12
C02076,Male,Adult,N,2023-04-16
C02077,Female,Young Adult,E,2023-03-30
C02078,Male,Young Adult,E,2024-08-26
C02079,Male,Adult,S,2022-01-07
C02080,Female,Young Adult,E,2022-07-07
C02081,Male,Adult,S,2022-01-04
C02082,Female,Young Adult,N,2024-06-25
C02083,Male,Adult,N,2024-11-04
C02084,Female,Adult,N,2024-08-17
C02085,Male,Young Adult,E,2023-06-09
C02086,Male,Teenager,E,2023-09-22
C02087,Female,Young Adult,W,2024-02-14
C02088,Male,Adult,E,2022-12-26
C02089,Female,Adult,N,2023-06-02
C02090,Male,Teenager,W,2024-11-19
C02091,Female,Adult,W,2024-07-09
C02092,Female,Young Adult,S,2024-05-01
C02093,Female,Adult,E,2024-07-23
C02094,Female,Elder,W,2024-06-19
C02095,Male,Young Adult,E,2023-02-03
C02096,Male,Adult,W,2022-06-17
C02097,Female,Teenager,N,2023-01-12
C02098,Female,Teenager,N,2023-08-30
C02099,Female,Young Adult,S,2024-10-07
C02100,Male,Teenager,E,2023-08-12
C02101,Male,Adult,W,2022-02-17
C02102,Male,Young Adult,W,2024-10-21
C02103,Male,Adult,S,2022-06-22
C02104,Female,Young Adult,N,2023-05-21
C02105,Female,Young Adult,W,2023-02-02
C02106,Female,Adult,E,2022-10-21
C02107,Male,Elder,N,2023-07-06
C02108,Male,Teenager,E,2024-04-29
C02109,Male,Elder,E,2024-11-05
C02110,Female,Adult,W,2024-06-03
C02111,Female,Adult,E,2024-09-30
C02112,Male,Adult,S,2022-05-14
C02113,Female,Teenager,W,2024-02-10
C02114,Male,Teenager,E,2023-05-23
C02115,Male,Adult,S,2024-12-25
C02116,Female,Young Adult,N,2023-04-25
C02117,Male,Elder,E,2024-05-12
C02118,Female,Young Adult,N,2023-04-04
C02119,Male,Young Adult,N,2023-09-18
C02120,Female,Adult,E,2022-06-08
C02121,Female,Young Adult,N,2022-06-10
C02122,Female,Adult,E,2024-07-28
C02123,Male,Adult,N,2022-06-04
C02124,Male,Elder,E,2023-05-01
C02125,Female,Adult,N,2023-03-08
C02126,Female,Adult,N,2024-11-16
C02127,Male,Adult,N,2024-09-30
C02128,Male,Elder,W,2024-11-01
C02129,Male,Young Adult,W,2022-03-08
C02130,Female,Teenager,N,2023-06-26
C02131,Male,Young Adult,W,2022-04-06
C02132,Male,Young Adult,E,2022-08-03
C02133,Female,Adult,W,2022-07-13
C02134,Male,Adult,S,2024-06-03
C02135,Male,Adult,E,2022-02-08
C02136,Male,Teenager,N,2024-07-27
C02137,Female,Adult,S,2024-07-27
C02138,Female,Young Adult,W,2022-07-25
C02139,Female,Adult,E,2024-07-30
C02140,Female,Adult,N,2023-07-09
C02141,Female,Young Adult,N,2023-04-29
C02142,Female,Young Adult,E,2024-02-10
C02143,Female,Teenager,E,2022-09-06
C02144,Male,Adult,S,2025-01-02
C02145,Male,Elder,W,2023-01-08
C02146,Female,Adult,N,2024-05-28
C02147,Male,Teenager,S,2024-04-14
C02148,Male,Young Adult,W,2024-05-20
C02149,Female,Adult,S,2023-12-03
C02150,Male,Adult,N,2022-05-18
C02151,Male,Teenager,E,2024-08-05
C02152,Male,Teenager,W,2023-04-02
C02153,Male,Adult,N,2024-03-24
C02154,Male,Young Adult,W,2024-04-02
C02155,Female,Young Adult,W,2024-07-30
C02156,Female,Teenager,N,2023-03-20
C02157,Female,Adult,E,2022-12-19
C02158,Male,Elder,S,2024-09-22
C02159,Female,Elder,S,2024-03-04
C02160,Male,Adult,W,2023-02-15
C02161,Male,Adult,W,2023-11-09
C02162,Male,Teenager,N,2023-03-29
C02163,Male,Adult,S,2023-02-23
C02164,Female,Young Adult,E,2023-03-26
C02165,Female,Adult,S,2024-09-21
C02166,Male,Young Adult,S,2022-02-20
C02167,Female,Young Adult,N,2022-07-29
C02168,Male,Teenager,E,2024-06-06
C02169,Female,Young Adult,S,2024-09-24
C02170,Female,Teenager,N,2024-09-19
C02171,Male,Young Adult,W,2024-04-29
C02172,Female,Elder,W,2023-09-19
C02173,Male,Young Adult,E,2023-11-10
C02174,Female,Adult,N,2024-02-16
C02175,Male,Elder,E,2023-10-25
C02176,Male,Elder,N,2022-09-25
C02177,Female,Adult,N,2022-04-26
C02178,Female,Adult,E,2024-01-24
C02179,Male,Young Adult,N,2024-11-29
C02180,Female,Young Adult,N,2022-07-01
C02181,Female,Young Adult,N,2024-06-21
C02182,Male,Adult,N,2024-08-03
C02183,Male,Adult,N,2022-09-15
C02184,Female,Young Adult,W,2023-05-24
C02185,Male,Young Adult,N,2022-04-02
C02186,Male,Adult,N,2022-05-29
C02187,Male,Young Adult,N,2022-04-27
C02188,Female,Adult,W,2023-04-03
C02189,Female,Adult,E,2023-07-19
C02190,Male,Adult,S,2024-03-24
C02191,Female,Adult,W,2022-02-14
C02192,Male,Elder,S,2024-02-13
C02193,Female,Adult,S,2022-08-22
C02194,Male,Adult,N,2022-07-16
C02195,Male,Adult,S,2022-01-25
C02196,Female,Young Adult,S,2023-01-30
C02197,Male,Teenager,E,2023-12-15
C02198,Female,Young Adult,N,2024-11-25
C02199,Female,Young Adult,E,2022-08-11
C02200,Male,Adult,N,2024-05-13
C02201,Male,Adult,N,2023-06-14
C02202,Female,Young Adult,S,2022-09-14
C02203,Male,Young Adult,W,2023-10-16
C02204,Male,Elder,S,2023-08-14
C02205,Male,Teenager,E,2023-03-20
C02206,Male,Adult,N,2023-02-22
C02207,Male,Adult,N,2023-07-28
C02208,Female,Adult,N,2022-05-09
C02209,Female,Teenager,S,2024-10-07
C02210,Male,Teenager,N,2022-12-07
C02211,Male,Teenager,N,2024-03-20
C02212,Male,Adult,W,2024-09-18
C02213,Female,Adult,N,2022-04-10
C02214,Male,Young Adult,E,2022-02-08
C02215,Female,Adult,S,2022-09-20
C02216,Female,Adult,E,2022-05-30
C02217,Female,Teenager,E,2023-11-21
C02218,Male,Adult,S,2024-03-23
C02219,Female,Adult,N,2022-08-07
C02220,Male,Young Adult,E,2024-06-24
C02221,Female,Young Adult,W,2022-09-01
C02222,Male,Adult,N,2024-06-04
C02223,Female,Elder,N,2023-08-10
C02224,Male,Adult,W,2023-06-02
C02225,Female,Adult,S,2024-11-10
C02226,Male,Adult,E,2022-07-09
C02227,Male,Young Adult,S,2024-07-03
C02228,Male,Adult,N,2023-09-07
C02229,Male,Adult,E,2024-05-05
C02230,Female,Young Adult,E,2023-04-11
C02231,Female,Adult,N,2022-04-09
C02232,Male,Adult,S,2024-04-09
C02233,Female,Young Adult,W,2024-09-23
C02234,Male,Elder,E,2022-02-25
C02235,Male,Teenager,N,2024-11-11
C02236,Female,Young Adult,E,2023-08-03
C02237,Male,Teenager,E,2022-07-04
C02238,Male,Adult,W,2023-06-06
C02239,Female,Adult,E,2022-09-21
C02240,Male,Young Adult,N,2024-11-27
C02241,Male,Adult,E,2024-09-29
C02242,Male,Young Adult,E,2022-05-03
C02243,Male,Adult,N,2022-10-28
C02244,Female,Adult,S,2024-04-12
C02245,Female,Young Adult,S,2024-12-26
C02246,Female,Elder,E,2023-10-07
C02247,Male,Young Adult,N,2024-05-23
C02248,Male,Young Adult,E,2023-01-29
C02249,Female,Adult,W,2023-10-23
C02250,Male,Elder,W,2022-03-10
C02251,Male,Young Adult,W,2024-02-01
C02252,Male,Teenager,W,2022-11-16
C02253,Male,Young Adult,N,2022-06-26
C02254,Female,Adult,E,2023-08-07
C02255,Female,Young Adult,S,2023-08-05
C02256,Female,Adult,W,2022-04-21
C02257,Male,Elder,N,2024-09-25
C02258,Female,Adult,W,2024-01-28
C02259,Female,Young Adult,E,2022-10-10
C02260,Male,Young Adult,W,2022-07-13
C02261,Male,Teenager,N,2024-08-24
C02262,Female,Elder,N,2024-12-06
C02263,Female,Young Adult,W,2024-09-04
C02264,Female,Young Adult,N,2022-12-08
C02265,Female,Adult,W,2023-06-06
C02266,Male,Young Adult,N,2024-03-11
C02267,Female,Adult,E,2024-06-21
C02268,Female,Teenager,S,2022-05-11
C02269,Male,Adult,E,2024-03-24
C02270,Female,Elder,E,2022-03-02
C02271,Male,Adult,S,2022-06-13
C02272,Male,Elder,N,2022-09-29
C02273,Male,Young Adult,N,2022-05-13
C02274,Female,Adult,E,2024-09-24
C02275,Female,Adult,E,2022-02-07
C02276,Male,Adult,E,2023-09-09
C02277,Female,Young Adult,E,2023-04-19
C02278,Female,Young Adult,S,2022-02-28
C02279,Male,Young Adult,S,2023-08-12
C02280,Male,Young Adult,N,2023-05-14
C02281,Female,Young Adult,S,2023-07-21
C02282,Male,Adult,W,2023-07-21
C02283,Female,Young Adult,W,2024-06-22
C02284,Female,Teenager,S,2023-01-18
C02285,Female,Adult,E,2022-03-26
C02286,Female,Adult,W,2023-09-19
C02287,Male,Elder,S,2024-04-05
C02288,Male,Adult,N,2022-10-20
C02289,Male,Young Adult,N,2024-12-08
C02290,Male,Adult,E,2024-12-26
C02291,Female,Adult,W,2024-02-26
C02292,Female,Teenager,E,2022-05-09
C02293,Male,Adult,N,2022-01-29
C02294,Female,Elder,N,2023-11-23
C02295,Female,Young Adult,W,2022-05-13
C02296,Female,Young Adult,W,2023-10-08
C02297,Male,Young Adult,E,2023-11-20
C02298,Male,Young Adult,E,2023-06-18
C02299,Male,Young Adult,N,2023-05-31
C02300,Female,Adult,W,2024-08-17
C02301,Male,Teenager,W,2022-06-14
C02302,Male,Elder,N,2024-07-15
C02303,Male,Adult,E,2024-07-21
C02304,Male,Adult,N,2023-07-11
C02305,Male,Adult,N,2023-11-11
C02306,Male,Teenager,N,2024-09-19
C02307,Female,Adult,N,2024-10-25
C02308,Female,Adult,S,2024-01-27
C02309,Male,Adult,S,2024-05-04
C02310,Male,Adult,E,2023-05-08
C02311,Female,Young Adult,S,2023-10-11
C02312,Female,Elder,N,2024-09-18
C02313,Male,Young Adult,N,2023-09-20
C02314,Male,Elder,E,2023-09-17
C02315,Male,Elder,S,2023-06-27
C02316,Male,Young Adult,N,2022-01-07
C02317,Female,Adult,W,2024-08-11
C02318,Male,Teenager,E,2023-05-30
C02319,Male,Young Adult,W,2024-01-25
C02320,Male,Adult,E,2022-03-14
C02321,Male,Adult,N,2022-01-10
C02322,Female,Elder,E,2023-07-16
C02323,Female,Adult,N,2022-05-02
C02324,Female,Adult,S,2023-11-18
C02325,Male,Adult,N,2023-05-28
C02326,Male,Elder,W,2024-09-16
C02327,Female,Teenager,N,2023-03-17
C02328,Male,Elder,W,2024-11-27
C02329,Male,Teenager,W,2023-12-03
C02330,Female,Adult,S,2023-08-14
C02331,Female,Young Adult,E,2022-03-08
C02332,Female,Young Adult,E,2022-01-17
C02333,Female,Young Adult,W,2023-01-03
C02334,Male,Adult,S,2024-06-22
C02335,Male,Young Adult,W,2023-12-22
C02336,Female,Teenager,S,2024-08-15
C02337,Male,Adult,W,2024-06-26
C02338,Female,Elder,E,2024-09-15
C02339,Female,Young Adult,S,2023-04-18
C02340,Male,Young Adult,W,2022-04-25
C02341,Female,Young Adult,W,2022-04-10
C02342,Male,Teenager,E,2023-03-14
C02343,Male,Adult,N,2022-12-15
C02344,Male,Adult,S,2022-05-19
C02345,Male,Adult,W,2024-04-07
C02346,Female,Young Adult,W,2022-11-20
C02347,Male,Adult,W,2024-04-25
C02348,Female,Adult,N,2022-10-21
C02349,Female,Adult,S,2024-08-25
C02350,Female,Adult,E,2022-03-15
C02351,Female,Adult,W,2023-04-29
C02352,Male,Adult,N,2022-01-16
C02353,Male,Young Adult,W,2024-03-03
C02354,Female,Elder,E,2023-05-31
C02355,Female,Adult,N,2024-07-13
C02356,Male,Adult,S,2024-04-03
C02357,Female,Young Adult,N,2023-06-02
C02358,Male,Adult,E,2022-05-09
C02359,Female,Adult,N,2023-05-26
C02360,Male,Young Adult,N,2023-02-27
C02361,Female,Teenager,W,2023-01-20
C02362,Female,Adult,N,2022-08-20
C02363,Male,Adult,N,2024-08-16
C02364,Female,Adult,S,2024-04-04
C02365,Female,Young Adult,E,2022-03-06
C02366,Male,Adult,W,2024-04-12
C02367,Female,Teenager,S,2023-09-07
C02368,Male,Young Adult,W,2024-03-11
C02369,Male,Young Adult,E,2022-10-05
C02370,Female,Young Adult,N,2023-01-01
C02371,Female,Young Adult,N,2023-05-31
C02372,Female,Young Adult,S,2023-03-15
C02373,Female,Teenager,S,2023-03-04
C02374,Female,Young Adult,E,2023-12-30
C02375,Female,Adult,E,2023-01-31
C02376,Female,Adult,S,2023-08-09
C02377,Male,Young Adult,N,2023-01-10
C02378,Female,Adult,N,2024-08-05
C02379,Male,Young Adult,E,2022-04-03
C02380,Female,Adult,S,2022-11-17
C02381,Female,Teenager,E,2024-10-30
C02382,Male,Teenager,N,2024-07-02
C02383,Female,Adult,E,2024-07-05
C02384,Female,Adult,W,2022-04-05
C02385,Male,Elder,N,2024-08-16
C02386,Female,Adult,E,2022-03-12
C02387,Female,Elder,W,2023-10-26
C02388,Female,Teenager,S,2024-08-26
C02389,Male,Teenager,E,2023-08-10
C02390,Female,Teenager,N,2023-12-28
C02391,Female,Young Adult,E,2023-01-03
C02392,Female,Adult,N,2022-02-20
C02393,Female,Adult,W,2024-09-14
C02394,Male,Teenager,E,2022-09-17
C02395,Male,Elder,W,2022-06-07
C02396,Female,Adult,E,2022-04-09
C02397,Female,Young Adult,E,2022-08-29
C02398,Male,Teenager,S,2022-07-21
C02399,Male,Young Adult,W,2023-09-26
C02400,Female,Young Adult,W,2024-01-16
C02401,Male,Young Adult,E,2023-05-05
C02402,Female,Adult,W,2023-08-02
C02403,Male,Young Adult,E,2023-06-11
C02404,Male,Young Adult,E,2022-09-30
C02405,Male,Elder,S,2024-02-25
C02406,Male,Adult,N,2023-03-29
C02407,Female,Elder,N,2022-12-13
C02408,Male,Young Adult,N,2024-03-26
C02409,Male,Young Adult,E,2023-02-18
C02410,Female,Adult,S,2023-03-07
C02411,Male,Teenager,S,2023-01-14
C02412,Male,Teenager,W,2024-09-24
C02413,Female,Adult,S,2024-06-13
C02414,Male,Adult,S,2023-03-04
C02415,Female,Young Adult,N,2022-07-11
C02416,Female,Adult,N,2022-02-10
C02417,Female,Young Adult,W,2022-05-16
C02418,Female,Teenager,E,2022-04-16
C02419,Male,Young Adult,W,2023-06-03
C02420,Female,Young Adult,N,2024-03-24
C02421,Male,Teenager,E,2022-05-06
C02422,Male,Elder,N,2023-02-04
C02423,Male,Adult,N,2022-03-20
C02424,Male,Adult,N,2023-01-24
C02425,Male,Young Adult,N,2022-03-15
C02426,Male,Young Adult,S,2024-10-25
C02427,Male,Young Adult,N,2022-03-23
C02428,Male,Teenager,W,2024-02-15
C02429,Male,Young Adult,S,2024-09-17
C02430,Male,Adult,N,2022-10-05
C02431,Female,Adult,N,2024-04-19
C02432,Female,Adult,E,2022-08-12
C02433,Female,Adult,N,2024-12-27
C02434,Male,Elder,W,2023-08-29
C02435,Female,Teenager,W,2022-01-19
C02436,Female,Young Adult,N,2023-10-02
C02437,Female,Young Adult,S,2022-04-07
C02438,Male,Adult,N,2024-12-11
C02439,Male,Elder,E,2022-06-24
C02440,Male,Young Adult,S,2022-12-14
C02441,Male,Elder,N,2022-01-01
C02442,Female,Adult,N,2022-03-04
C02443,Female,Young Adult,E,2022-08-14
C02444,Female,Young Adult,S,2023-02-27
C02445,Female,Young Adult,N,2024-11-08
C02446,Male,Elder,E,2022-01-31
C02447,Male,Young Adult,E,2024-04-24
C02448,Male,Adult,W,2023-09-25
C02449,Female,Young Adult,N,2022-01-24
C02450,Male,Adult,W,2024-04-16
C02451,Male,Young Adult,E,2024-09-09
C02452,Female,Adult,N,2022-06-10
C02453,Female,Adult,E,2022-04-24
C02454,Male,Adult,S,2023-05-19
C02455,Male,Elder,W,2024-08-12
C02456,Male,Teenager,N,2022-12-23
C02457,Male,Adult,E,2022-06-18
C02458,Male,Young Adult,S,2024-08-26
C02459,Male,Young Adult,W,2022-08-30
C02460,Female,Adult,S,2022-05-19
C02461,Female,Young Adult,W,2022-04-07
C02462,Female,Adult,W,2022-05-27
C02463,Male,Elder,N,2024-12-16
C02464,Female,Young Adult,W,2024-12-01
C02465,Male,Adult,W,2024-05-15
C02466,Male,Young Adult,N,2023-06-27
C02467,Female,Young Adult,S,2023-11-23
C02468,Male,Young Adult,E,2024-10-22
C02469,Male,Elder,N,2024-06-22
C02470,Female,Elder,N,2023-12-31
C02471,Female,Elder,N,2022-11-27
C02472,Female,Elder,N,2023-09-09
C02473,Male,Young Adult,S,2023-02-08
C02474,Female,Young Adult,N,2023-05-23
C02475,Female,Adult,W,2024-11-04
C02476,Male,Adult,E,2022-08-14
C02477,Female,Young Adult,N,2024-09-10
C02478,Female,Young Adult,E,2024-05-14
C02479,Female,Adult,E,2024-01-15
C02480,Male,Adult,W,2023-05-08
C02481,Male,Young Adult,N,2022-11-15
C02482,Male,Adult,N,2024-02-12
C02483,Male,Adult,W,2023-03-28
C02484,Female,Adult,W,2024-08-01
C02485,Male,Young Adult,E,2024-04-27
C02486,Male,Adult,W,2024-10-13
C02487,Female,Teenager,N,2024-06-02
C02488,Female,Young Adult,E,2023-02-23
C02489,Female,Adult,N,2024-05-14
C02490,Male,Adult,N,2024-02-28
C02491,Male,Young Adult,W,2023-05-10
C02492,Male,Adult,N,2024-11-28
C02493,Female,Adult,S,2022-06-11
C02494,Female,Adult,W,2022-05-01
C02495,Male,Adult,N,2023-02-03
C02496,Female,Adult,W,2023-12-29
C02497,Female,Adult,W,2023-07-15
C02498,Female,Young Adult,E,2023-08-27
C02499,Male,Young Adult,N,2023-06-24
C02500,Female,Young Adult,S,2022-12-22
C02501,Female,Adult,S,2023-10-22
C02502,Male,Adult,S,2023-03-08
C02503,Male,Young Adult,N,2024-12-24
C02504,Female,Teenager,W,2023-07-17
C02505,Female,Adult,N,2024-03-27
C02506,Male,Young Adult,E,2025-01-02
C02507,Male,Adult,N,2023-12-12
C02508,Female,Teenager,E,2022-01-12
C02509,Female,Adult,W,2022-08-27
C02510,Female,Elder,N,2023-03-29
C02511,Female,Young Adult,N,2023-01-18
C02512,Male,Adult,E,2024-02-21
C02513,Female,Teenager,E,2022-02-17
C02514,Female,Adult,E,2022-11-13
C02515,Male,Adult,S,2022-07-28
C02516,Female,Young Adult,N,2023-07-31
C02517,Male,Adult,W,2022-11-11
C02518,Female,Elder,W,2024-01-24
C02519,Female,Young Adult,S,2024-11-25
C02520,Male,Teenager,W,2024-07-03
C02521,Male,Elder,S,2024-01-25
C02522,Female,Adult,S,2023-07-08
C02523,Female,Elder,N,2023-02-07
C02524,Female,Adult,S,2022-02-08
C02525,Male,Adult,E,2023-08-04
C02526,Female,Young Adult,N,2022-06-29
C02527,Male,Adult,S,2022-01-12
C02528,Male,Elder,W,2024-07-31
C02529,Female,Adult,E,2023-07-02
C02530,Male,Young Adult,E,2022-03-04
C02531,Female,Young Adult,W,2024-04-23
C02532,Female,Young Adult,N,2024-10-05
C02533,Female,Young Adult,E,2022-02-03
C02534,Female,Young Adult,W,2024-01-22
C02535,Female,Adult,E,2022-02-18
C02536,Male,Adult,S,2023-10-20
C02537,Male,Young Adult,N,2023-12-02
C02538,Female,Adult,W,2024-12-16
C02539,Female,Teenager,S,2022-04-19
C02540,Male,Teenager,W,2024-09-11
C02541,Male,Young Adult,E,2022-01-24
C02542,Male,Adult,E,2022-08-09
C02543,Male,Young Adult,W,2022-11-11
C02544,Female,Young Adult,E,2022-10-21
C02545,Female,Young Adult,S,2024-10-30
C02546,Male,Adult,E,2024-10-16
C02547,Female,Teenager,W,2024-10-14
C02548,Male,Adult,S,2023-09-30
C02549,Female,Adult,S,2022-09-24
C02550,Male,Adult,N,2022-03-29
C02551,Female,Elder,W,2023-03-31
C02552,Male,Teenager,N,2024-01-27
C02553,Male,Young Adult,E,2023-03-07
C02554,Female,Elder,S,2024-06-29
C02555,Male,Adult,S,2022-08-30
C02556,Female,Adult,E,2023-12-03
C02557,Female,Adult,N,2024-06-20
C02558,Male,Adult,E,2024-01-11
C02559,Female,Elder,W,2022-03-07
C02560,Female,Elder,W,2024-08-29
C02561,Female,Adult,N,2023-01-13
C02562,Female,Young Adult,W,2023-01-23
C02563,Female,Elder,E,2024-02-20
C02564,Male,Teenager,W,2022-07-28
C02565,Female,Young Adult,E,2022-01-16
C02566,Female,Elder,E,2024-09-12
C02567,Female,Young Adult,W,2023-01-02
C02568,Female,Young Adult,W,2024-02-19
C02569,Female,Young Adult,S,2023-03-16
C02570,Male,Elder,N,2023-11-21
C02571,Female,Adult,S,2024-11-25
C02572,Male,Adult,S,2024-04-26
C02573,Male,Young Adult,N,2023-02-26
C02574,Male,Adult,N,2023-08-31
C02575,Male,Adult,W,2022-01-20
C02576,Female,Young Adult,N,2023-11-07
C02577,Male,Young Adult,E,2023-01-17
C02578,Male,Young Adult,N,2023-09-01
C02579,Female,Elder,S,2022-05-23
C02580,Female,Adult,N,2022-03-03
C02581,Female,Elder,N,2022-08-26
C02582,Male,Young Adult,W,2024-07-15
C02583,Female,Adult,W,2022-12-08
C02584,Female,Adult,N,2023-03-31
C02585,Male,Adult,S,2022-10-09
C02586,Female,Elder,S,2024-06-04
C02587,Female,Young Adult,W,2024-10-21
C02588,Female,Young Adult,W,2023-12-24
C02589,Female,Adult,E,2022-03-28
C02590,Male,Adult,E,2023-10-27
C02591,Female,Adult,W,2024-05-11
C02592,Female,Young Adult,N,2022-03-02
C02593,Male,Adult,S,2024-03-07
C02594,Female,Young Adult,W,2022-04-05
C02595,Male,Young Adult,E,2024-02-25
C02596,Female,Adult,E,2024-08-18
C02597,Male,Adult,E,2022-10-24
C02598,Male,Young Adult,S,2023-11-25
C02599,Male,Young Adult,E,2023-02-03
C02600,Male,Young Adult,E,2024-08-03
C02601,Female,Young Adult,S,2023-06-18
C02602,Male,Adult,E,2023-02-06
C02603,Female,Elder,W,2022-05-10
C02604,Male,Young Adult,N,2022-10-19
C02605,Male,Adult,S,2022-10-03
C02606,Male,Elder,S,2024-06-30
C02607,Female,Adult,E,2024-07-14
C02608,Male,Young Adult,N,2022-02-24
C02609,Female,Elder,E,2024-01-09
C02610,Female,Young Adult,W,2024-11-15
C02611,Female,Young Adult,S,2024-02-04
C02612,Female,Teenager,W,2023-10-04
C02613,Female,Adult,W,2023-12-25
C02614,Female,Teenager,N,2024-03-12
C02615,Female,Young Adult,N,2024-01-08
C02616,Female,Young Adult,W,2024-01-28
C02617,Female,Adult,W,2023-07-21
C02618,Male,Elder,N,2022-12-06
C02619,Male,Young Adult,N,2022-06-02
C02620,Male,Elder,N,2024-09-30
C02621,Male,Elder,W,2023-03-03
C02622,Male,Adult,N,2024-09-29
C02623,Female,Young Adult,E,2022-07-23
C02624,Female,Adult,W,2022-11-21
C02625,Female,Elder,N,2024-08-07
C02626,Female,Adult,E,2024-08-08
C02627,Female,Young Adult,N,2024-07-27
C02628,Female,Adult,W,2024-08-14
C02629,Female,Adult,N,2024-06-12
C02630,Male,Adult,E,2023-03-11
C02631,Male,Teenager,E,2023-01-06
C02632,Male,Young Adult,N,2024-07-21
C02633,Male,Adult,N,2022-09-06
C02634,Female,Elder,S,2024-06-09
C02635,Female,Young Adult,N,2022-06-30
C02636,Female,Elder,W,2023-12-04
C02637,Male,Young Adult,W,2024-09-25
C02638,Female,Adult,S,2022-03-19
C02639,Female,Adult,E,2024-07-07
C02640,Female,Adult,E,2024-06-03
C02641,Male,Elder,W,2022-12-02
C02642,Female,Young Adult,S,2022-02-19
C02643,Male,Elder,N,2022-03-26
C02644,Male,Young Adult,N,2023-11-26
C02645,Male,Adult,E,2022-01-04
C02646,Male,Adult,S,2024-09-19
C02647,Female,Adult,S,2022-11-13
C02648,Male,Young Adult,N,2024-02-02
C02649,Male,Elder,E,2023-09-04
C02650,Female,Young Adult,N,2024-10-01
C02651,Female,Teenager,N,2024-07-02
C02652,Male,Adult,S,2024-03-09
C02653,Female,Adult,N,2022-04-29
C02654,Male,Adult,E,2022-12-16
C02655,Male,Young Adult,S,2024-07-05
C02656,Male,Young Adult,S,2023-11-18
C02657,Male,Adult,E,2023-06-26
C02658,Female,Adult,N,2024-12-14
C02659,Male,Young Adult,N,2022-12-27
C02660,Female,Adult,W,2023-12-09
C02661,Female,Adult,S,2023-11-16
C02662,Female,Adult,S,2022-11-26
C02663,Female,Adult,N,2022-08-07
C02664,Male,Adult,E,2022-07-27
C02665,Female,Adult,E,2024-04-24
C02666,Male,Adult,E,2022-03-26
C02667,Female,Teenager,E,2023-11-16
C02668,Female,Adult,N,2022-09-02
C02669,Male,Adult,N,2024-05-21
C02670,Male,Adult,W,2024-10-19
C02671,Male,Young Adult,W,2023-08-19
C02672,Female,Elder,N,2023-11-16
C02673,Female,Adult,E,2024-10-10
C02674,Male,Teenager,N,2024-10-10
C02675,Male,Young Adult,N,2022-12-16
C02676,Male,Elder,S,2022-10-09
C02677,Male,Teenager,N,2022-10-20
C02678,Female,Elder,E,2024-09-10
C02679,Male,Adult,E,2022-01-20
C02680,Male,Adult,N,2024-01-29
C02681,Male,Young Adult,N,2023-02-09
C02682,Male,Young Adult,W,2023-12-02
C02683,Female,Elder,N,2024-09-06
C02684,Male,Young Adult,E,2022-01-26
C02685,Female,Adult,S,2023-07-20
C02686,Male,Young Adult,E,2023-01-30
C02687,Male,Young Adult,S,2024-09-27
