transaction_id,transaction_datetime,customer_id,store_id,product_id,promotion_id,quantity,selling_price,discount_amount,total_revenue,total_cost,profit
T018334,2024-07-18 06:16:51,C00588,S002,P003,,8,8.0,0.0,69.12,40.0,29.12
T018335,2025-03-17 22:08:53,C02563,S004,P005,,7,3.36,0.0,23.52,10.5,13.02
T018336,2025-11-24 11:55:09,C01089,S006,P021,,2,61.95,0.0,142.48,50.0,92.48
T018337,2024-11-02 07:24:09,C01436,S008,P001,,2,12.0,0.0,27.6,16.0,11.6
T018338,2024-01-19 08:22:08,C01933,S003,P007,,3,2.8,0.0,8.4,3.6,4.8
T018339,2024-10-22 13:37:34,C02201,S001,P008,,7,7.0,0.0,49.0,28.0,21.0
T018340,2024-04-13 11:20:28,C00440,S004,P004,,5,2.2,0.0,11.0,6.0,5.0
T018341,2025-12-29 18:21:37,C02274,S003,P008,,6,7.35,0.0,50.72,24.0,26.71
T018342,2025-11-16 09:00:35,C03804,S003,P003,,1,8.4,0.0,9.66,5.0,4.66
T018343,2025-10-24 14:12:56,C02281,S006,P002,,8,1.89,0.0,15.12,8.8,6.32
T018344,2025-07-02 10:51:17,C01179,S001,P002,,6,1.89,0.0,10.04,6.6,3.44
T018345,2025-06-23 07:05:09,C02224,S008,P020,,2,5.25,0.0,10.5,4.0,6.5
T018346,2025-02-17 01:01:30,C03362,S007,P005,,3,3.36,0.0,10.08,4.5,5.58
T018347,2024-03-30 07:41:47,C03580,S001,P008,,3,7.0,0.0,21.0,12.0,9.0
T018348,2024-07-03 12:48:19,C02295,S007,P003,,1,8.0,0.0,8.64,5.0,3.64
T018349,2024-01-25 18:58:30,C02943,S008,P003,,8,8.0,0.0,64.0,40.0,24.0
T018350,2025-07-15 06:01:15,C02350,S004,P003,,8,8.4,0.0,72.58,40.0,32.58
T018351,2025-08-08 11:35:10,C03895,S004,P004,,7,2.31,0.0,17.46,8.4,9.06
T018352,2025-07-08 21:15:18,C01387,S001,P018,PR04,2,471.56,52.39,835.22,440.0,395.22
T018353,2024-08-16 16:39:52,C00805,S005,P021,,4,59.0,0.0,254.88,100.0,154.88
T018354,2025-11-08 23:09:50,C00351,S001,P001,,3,12.6,0.0,35.65,24.0,11.65
T018355,2025-12-28 16:04:05,C03103,S005,P010,PR05,1,20.16,5.04,23.18,10.0,13.18
T018356,2024-12-24 02:19:29,C03801,S008,P001,PR02,3,11.4,0.6,39.33,24.0,15.33
T018357,2025-05-27 14:11:33,C03955,S002,P003,,6,8.4,0.0,41.33,30.0,11.33
T018358,2025-10-24 09:57:02,C03493,S005,P002,,2,1.89,0.0,3.78,2.2,1.58
T018359,2024-01-20 19:36:39,C01108,S002,P001,,5,12.0,0.0,60.0,40.0,20.0
T018360,2024-06-15 23:13:12,C01581,S003,P005,,3,3.2,0.0,9.6,4.5,5.1
T018361,2025-09-05 14:05:02,C00280,S002,P023,,2,36.75,0.0,60.27,24.0,36.27
T018362,2024-09-14 17:11:11,C00802,S001,P001,,4,12.0,0.0,48.0,32.0,16.0
T018363,2025-02-07 10:36:03,C00698,S006,P022,,4,18.9,0.0,75.6,24.0,51.6
T018364,2024-05-23 22:45:54,C02443,S003,P007,,8,2.8,0.0,22.4,9.6,12.8
T018365,2025-02-03 12:07:22,C00417,S006,P006,,8,2.1,0.0,16.8,8.0,8.8
T018366,2025-08-23 11:54:12,C03573,S001,P001,,4,12.6,0.0,44.63,32.0,12.63
T018367,2025-09-28 20:40:34,C02484,S008,P005,,4,3.36,0.0,13.44,6.0,7.44
T018368,2025-06-22 06:53:46,C00011,S008,P005,,8,3.36,0.0,26.88,12.0,14.88
T018369,2024-07-20 19:57:47,C01540,S006,P004,,6,2.2,0.0,14.26,7.2,7.06
T018370,2025-12-16 12:56:01,C01055,S003,P021,,2,61.95,0.0,142.48,50.0,92.48
T018371,2025-08-07 01:57:53,C01429,S004,P006,,3,2.1,0.0,6.8,3.0,3.8
T018372,2025-11-17 12:24:03,C02136,S001,P021,,2,61.95,0.0,116.84,50.0,66.84
T018373,2025-05-12 06:40:34,C00255,S005,P001,,3,12.6,0.0,37.8,24.0,13.8
T018374,2025-09-04 14:14:32,C02909,S003,P008,,2,7.35,0.0,14.7,8.0,6.7
T018375,2024-10-19 08:27:09,C03000,S008,P005,,1,3.2,0.0,3.2,1.5,1.7
T018376,2024-06-27 23:00:06,C00086,S005,P003,,2,8.0,0.0,16.0,10.0,6.0
T018377,2024-08-04 07:26:45,C03957,S004,P009,PR01,1,764.15,134.85,825.28,550.0,275.28
T018378,2024-09-10 18:46:23,C03043,S007,P023,,2,35.0,0.0,70.0,24.0,46.0
T018379,2025-04-20 01:35:21,C02060,S003,P024,PR03,4,11.09,1.51,44.35,16.0,28.35
T018380,2025-09-10 06:58:07,C01888,S006,P006,,6,2.1,0.0,12.6,6.0,6.6
T018381,2025-12-29 13:54:19,C01867,S002,P007,,1,2.94,0.0,2.77,1.2,1.57
T018382,2025-03-02 02:39:19,C03021,S002,P003,,5,8.4,0.0,34.44,25.0,9.44
T018383,2024-06-17 00:31:36,C02391,S003,P001,,4,12.0,0.0,48.0,32.0,16.0
T018384,2024-10-28 05:22:26,C01498,S008,P024,,2,12.0,0.0,24.0,8.0,16.0
T018385,2025-04-15 21:40:59,C02733,S002,P004,,4,2.31,0.0,7.58,4.8,2.78
T018386,2024-01-31 23:37:51,C02009,S003,P007,,6,2.8,0.0,16.8,7.2,9.6
T018387,2025-05-11 06:41:29,C00719,S002,P001,,6,12.6,0.0,61.99,48.0,13.99
T018388,2025-06-19 22:58:30,C03700,S008,P003,,7,8.4,0.0,58.8,35.0,23.8
T018389,2025-01-05 07:21:28,C00744,S007,P017,,1,240.45,0.0,240.45,90.0,150.45
T018390,2025-09-07 12:08:00,C01563,S002,P009,,1,943.95,0.0,774.04,550.0,224.04
T018391,2025-11-30 23:23:21,C03770,S001,P024,,1,12.6,0.0,11.88,4.0,7.88
T018392,2025-09-02 16:07:20,C01434,S002,P003,,4,8.4,0.0,27.55,20.0,7.55
T018393,2024-01-27 17:25:49,C01009,S001,P003,,5,8.0,0.0,40.0,25.0,15.0
T018394,2025-11-17 10:08:22,C02490,S001,P009,,1,943.95,0.0,890.14,550.0,340.14
T018395,2024-02-05 04:08:41,C00370,S007,P007,,6,2.8,0.0,16.8,7.2,9.6
T018396,2024-05-28 09:29:33,C01797,S008,P004,,5,2.2,0.0,11.0,6.0,5.0
T018397,2025-06-29 11:08:19,C00997,S003,P008,,3,7.35,0.0,22.05,12.0,10.05
T018398,2025-05-02 22:45:16,C02625,S002,P008,,6,7.35,0.0,36.16,24.0,12.16
T018399,2025-04-19 22:36:14,C00618,S006,P006,,4,2.1,0.0,8.4,4.0,4.4
T018400,2025-10-06 13:26:02,C03000,S007,P005,,4,3.36,0.0,13.44,6.0,7.44
T018401,2025-05-31 14:40:59,C00102,S004,P003,,6,8.4,0.0,50.4,30.0,20.4
T018402,2025-01-16 02:35:01,C03187,S004,P012,,1,82.95,0.0,82.95,35.0,47.95
T018403,2024-07-21 23:35:06,C00468,S002,P001,,4,12.0,0.0,51.84,32.0,19.84
T018404,2025-12-22 07:34:02,C02796,S005,P006,,1,2.1,0.0,2.42,1.0,1.42
T018405,2025-08-02 04:47:33,C02845,S001,P004,,7,2.31,0.0,14.32,8.4,5.92
T018406,2024-08-13 11:33:02,C01385,S004,P001,,8,12.0,0.0,103.68,64.0,39.68
T018407,2025-11-03 07:56:49,C02697,S008,P008,,4,7.35,0.0,33.81,16.0,17.81
T018408,2025-10-27 03:47:00,C00478,S001,P008,,6,7.35,0.0,36.16,24.0,12.16
T018409,2024-08-22 08:38:13,C03849,S003,P002,,1,1.8,0.0,1.94,1.1,0.84
T018410,2025-02-02 04:15:30,C01321,S001,P021,,3,61.95,0.0,185.85,75.0,110.85
T018411,2024-09-17 15:44:58,C01357,S007,P004,,8,2.2,0.0,17.6,9.6,8.0
T018412,2025-12-30 10:32:27,C02016,S007,P019,,2,9.45,0.0,21.74,8.0,13.74
T018413,2024-07-08 01:02:28,C02815,S003,P003,,3,8.0,0.0,25.92,15.0,10.92
T018414,2024-02-04 03:59:56,C01672,S003,P007,,8,2.8,0.0,22.4,9.6,12.8
T018415,2024-01-24 19:37:03,C02053,S008,P024,,3,12.0,0.0,36.0,12.0,24.0
T018416,2025-08-02 10:56:55,C00184,S007,P023,,4,36.75,0.0,158.76,48.0,110.76
T018417,2024-06-10 09:33:30,C01197,S002,P002,,2,1.8,0.0,3.6,2.2,1.4
T018418,2025-06-06 16:24:20,C01170,S001,P003,,7,8.4,0.0,48.22,35.0,13.22
T018419,2024-10-11 16:21:31,C03715,S003,P005,,3,3.2,0.0,9.6,4.5,5.1
T018420,2024-01-01 10:33:29,C01679,S002,P008,,6,7.0,0.0,42.0,24.0,18.0
T018421,2025-12-21 09:32:18,C00856,S006,P022,,4,18.9,0.0,86.94,24.0,62.94
T018422,2024-01-07 19:24:24,C01817,S002,P002,,3,1.8,0.0,5.4,3.3,2.1
T018423,2024-02-16 23:19:22,C01113,S006,P007,,3,2.8,0.0,8.4,3.6,4.8
T018424,2025-02-07 07:48:18,C00150,S008,P024,,4,12.6,0.0,50.4,16.0,34.4
T018425,2024-06-14 17:31:13,C01982,S002,P006,,4,2.0,0.0,8.0,4.0,4.0
T018426,2024-07-06 00:58:13,C03505,S005,P005,,6,3.2,0.0,20.74,9.0,11.74
T018427,2025-12-29 23:58:15,C01655,S008,P002,,6,1.89,0.0,13.04,6.6,6.44
T018428,2025-07-10 11:26:29,C01869,S006,P007,,1,2.94,0.0,3.18,1.2,1.98
T018429,2025-05-20 07:57:04,C03428,S007,P005,,2,3.36,0.0,6.72,3.0,3.72
T018430,2024-05-13 02:21:27,C01610,S002,P004,,5,2.2,0.0,11.0,6.0,5.0
T018431,2024-04-16 00:54:24,C01010,S002,P005,,6,3.2,0.0,19.2,9.0,10.2
T018432,2024-04-30 08:13:44,C00829,S004,P003,,7,8.0,0.0,56.0,35.0,21.0
T018433,2025-08-04 11:47:19,C00035,S003,P024,,4,12.6,0.0,54.43,16.0,38.43
T018434,2024-04-19 18:52:37,C01214,S004,P024,,3,12.0,0.0,36.0,12.0,24.0
T018435,2024-02-23 16:58:54,C03664,S001,P008,,7,7.0,0.0,49.0,28.0,21.0
T018436,2025-04-08 10:48:17,C00988,S005,P023,PR03,1,32.34,4.41,32.34,12.0,20.34
T018437,2024-05-11 22:21:12,C02419,S007,P008,,5,7.0,0.0,35.0,20.0,15.0
T018438,2025-09-22 16:28:55,C00627,S007,P001,,7,12.6,0.0,88.2,56.0,32.2
T018439,2024-01-10 15:30:04,C00039,S002,P007,,6,2.8,0.0,16.8,7.2,9.6
T018440,2025-05-26 13:36:51,C00700,S001,P004,,8,2.31,0.0,15.15,9.6,5.55
T018441,2025-03-13 03:07:11,C03564,S004,P002,,6,1.89,0.0,11.34,6.6,4.74
T018442,2024-12-27 03:13:53,C00944,S001,P005,PR02,8,3.04,0.16,27.97,12.0,15.97
T018443,2025-04-14 15:41:00,C02914,S002,P003,,8,8.4,0.0,55.1,40.0,15.1
T018444,2024-10-02 00:38:05,C03081,S005,P004,,3,2.2,0.0,6.6,3.6,3.0
T018445,2025-06-27 04:00:14,C02466,S001,P020,,1,5.25,0.0,4.3,2.0,2.3
T018446,2025-01-25 20:03:17,C00220,S001,P001,,2,12.6,0.0,25.2,16.0,9.2
T018447,2025-03-21 06:36:16,C01066,S004,P001,,2,12.6,0.0,25.2,16.0,9.2
T018448,2024-10-24 01:35:28,C01331,S001,P005,,3,3.2,0.0,9.6,4.5,5.1
T018449,2025-09-26 10:15:10,C02649,S004,P001,,8,12.6,0.0,100.8,64.0,36.8
T018450,2025-04-05 02:39:24,C02494,S008,P019,PR03,4,8.32,1.13,33.26,16.0,17.26
T018451,2024-08-16 06:19:17,C03411,S002,P008,,2,7.0,0.0,15.12,8.0,7.12
T018452,2024-01-06 20:36:52,C02192,S005,P005,,7,3.2,0.0,22.4,10.5,11.9
T018453,2025-02-04 20:08:11,C00593,S005,P002,,3,1.89,0.0,5.67,3.3,2.37
T018454,2025-05-06 07:30:39,C02744,S002,P007,,6,2.94,0.0,14.46,7.2,7.26
T018455,2024-12-16 13:39:05,C03064,S005,P008,PR02,2,6.65,0.35,15.29,8.0,7.29
T018456,2025-08-13 18:29:17,C00376,S002,P007,,8,2.94,0.0,20.83,9.6,11.23
T018457,2024-11-16 14:43:14,C03440,S003,P006,,3,2.0,0.0,6.9,3.0,3.9
T018458,2024-04-28 06:31:17,C01964,S006,P017,,1,229.0,0.0,229.0,90.0,139.0
T018459,2025-09-18 20:13:07,C03726,S008,P009,,1,943.95,0.0,943.95,550.0,393.95
T018460,2024-09-27 12:08:45,C01265,S008,P014,,1,129.0,0.0,129.0,70.0,59.0
T018461,2024-08-03 23:25:15,C01525,S005,P008,,6,7.0,0.0,45.36,24.0,21.36
T018462,2025-01-27 00:02:45,C03450,S005,P005,,6,3.36,0.0,20.16,9.0,11.16
T018463,2025-12-25 02:25:07,C03295,S008,P006,,8,2.1,0.0,19.32,8.0,11.32
T018464,2024-10-17 09:18:06,C03805,S003,P004,,4,2.2,0.0,8.8,4.8,4.0
T018465,2024-03-31 17:45:08,C00642,S007,P008,,4,7.0,0.0,28.0,16.0,12.0
T018466,2024-08-22 12:40:55,C03436,S001,P008,,8,7.0,0.0,60.48,32.0,28.48
T018467,2024-07-26 01:48:21,C01854,S001,P023,,1,35.0,0.0,37.8,12.0,25.8
T018468,2024-01-06 17:03:37,C03285,S008,P007,,5,2.8,0.0,14.0,6.0,8.0
T018469,2024-08-01 20:49:44,C02253,S001,P001,,3,12.0,0.0,38.88,24.0,14.88
T018470,2025-10-20 18:25:39,C01519,S008,P004,,4,2.31,0.0,9.24,4.8,4.44
T018471,2025-05-02 05:18:49,C02140,S002,P008,,4,7.35,0.0,24.11,16.0,8.11
T018472,2024-01-29 04:44:24,C01821,S005,P004,,1,2.2,0.0,2.2,1.2,1.0
T018473,2025-09-17 23:55:51,C01201,S006,P005,,7,3.36,0.0,23.52,10.5,13.02
T018474,2024-12-29 10:11:14,C03525,S001,P004,PR02,5,2.09,0.11,12.02,6.0,6.02
T018475,2025-06-08 21:09:49,C01605,S006,P005,,8,3.36,0.0,26.88,12.0,14.88
T018476,2024-04-03 22:23:17,C03454,S002,P008,,3,7.0,0.0,21.0,12.0,9.0
T018477,2025-05-10 19:51:15,C01201,S006,P002,,1,1.89,0.0,1.89,1.1,0.79
T018478,2024-08-07 23:59:59,C01995,S002,P008,,3,7.0,0.0,22.68,12.0,10.68
T018479,2024-01-10 06:32:56,C01585,S003,P020,,3,5.0,0.0,15.0,6.0,9.0
T018480,2025-07-05 01:04:51,C02057,S006,P009,,1,943.95,0.0,1019.47,550.0,469.47
T018481,2025-11-25 12:48:58,C00578,S001,P007,,4,2.94,0.0,11.09,4.8,6.29
T018482,2024-04-05 00:16:36,C01000,S004,P008,,7,7.0,0.0,49.0,28.0,21.0
T018483,2024-01-01 15:48:18,C03768,S008,P008,,2,7.0,0.0,14.0,8.0,6.0
T018484,2024-02-01 06:02:43,C02326,S007,P004,,2,2.2,0.0,4.4,2.4,2.0
T018485,2025-11-30 22:40:28,C02293,S002,P005,,5,3.36,0.0,15.84,7.5,8.34
T018486,2024-09-03 09:00:40,C03977,S004,P008,,4,7.0,0.0,28.0,16.0,12.0
T018487,2025-04-10 09:17:50,C02377,S001,P024,PR03,2,11.09,1.51,18.18,8.0,10.18
T018488,2025-06-24 17:47:11,C02716,S008,P006,,6,2.1,0.0,12.6,6.0,6.6
T018489,2024-08-02 02:39:18,C03350,S007,P006,,3,2.0,0.0,6.48,3.0,3.48
T018490,2025-10-10 17:20:55,C01092,S007,P023,,2,36.75,0.0,73.5,24.0,49.5
T018491,2024-09-30 16:09:54,C00056,S004,P006,,3,2.0,0.0,6.0,3.0,3.0
T018492,2024-05-19 03:47:26,C01058,S002,P001,,6,12.0,0.0,72.0,48.0,24.0
T018493,2024-12-10 04:59:30,C00866,S006,P002,,2,1.8,0.0,4.14,2.2,1.94
T018494,2025-03-14 05:12:30,C03921,S002,P022,,4,18.9,0.0,61.99,24.0,37.99
T018495,2024-02-22 07:50:39,C02279,S006,P006,,1,2.0,0.0,2.0,1.0,1.0
T018496,2024-10-13 18:07:57,C01088,S003,P021,,3,59.0,0.0,177.0,75.0,102.0
T018497,2025-03-25 02:49:58,C02973,S001,P004,,2,2.31,0.0,3.79,2.4,1.39
T018498,2024-03-13 06:19:19,C00971,S002,P001,,1,12.0,0.0,12.0,8.0,4.0
T018499,2025-03-27 07:36:13,C00808,S006,P005,,5,3.36,0.0,16.8,7.5,9.3
T018500,2025-10-16 06:04:20,C00957,S004,P022,,2,18.9,0.0,37.8,12.0,25.8
T018501,2024-04-07 10:10:08,C00814,S008,P020,,2,5.0,0.0,10.0,4.0,6.0
T018502,2024-12-15 23:21:54,C02678,S003,P023,,2,35.0,0.0,80.5,24.0,56.5
T018503,2025-01-31 09:03:32,C03788,S002,P014,,1,135.45,0.0,135.45,70.0,65.45
T018504,2025-08-13 01:10:58,C02425,S001,P005,,1,3.36,0.0,2.98,1.5,1.48
T018505,2025-01-31 14:20:46,C03988,S002,P004,,7,2.31,0.0,16.17,8.4,7.77
T018506,2024-01-28 10:39:25,C03820,S005,P020,,3,5.0,0.0,15.0,6.0,9.0
T018507,2025-11-21 07:12:16,C02965,S003,P001,,7,12.6,0.0,101.43,56.0,45.43
T018508,2024-03-20 07:23:18,C01510,S007,P010,,1,24.0,0.0,24.0,10.0,14.0
T018509,2025-08-23 07:04:16,C01275,S006,P006,,6,2.1,0.0,13.61,6.0,7.61
T018510,2024-07-29 19:18:49,C00217,S002,P019,,1,9.0,0.0,9.72,4.0,5.72
T018511,2025-04-05 18:50:52,C00804,S005,P005,,3,3.36,0.0,10.08,4.5,5.58
T018512,2025-04-22 04:03:01,C03515,S003,P006,,3,2.1,0.0,6.3,3.0,3.3
T018513,2024-10-29 04:43:01,C03489,S002,P001,,8,12.0,0.0,96.0,64.0,32.0
T018514,2025-09-14 15:25:33,C00503,S006,P006,,7,2.1,0.0,14.7,7.0,7.7
T018515,2025-04-19 01:59:50,C03733,S006,P001,,7,12.6,0.0,88.2,56.0,32.2
T018516,2024-04-01 13:45:15,C03120,S008,P007,,2,2.8,0.0,5.6,2.4,3.2
T018517,2024-10-11 23:42:34,C03422,S004,P013,,1,699.0,0.0,699.0,320.0,379.0
T018518,2024-10-15 17:07:44,C00730,S008,P023,,4,35.0,0.0,140.0,48.0,92.0
T018519,2025-01-28 12:23:54,C01917,S003,P004,,2,2.31,0.0,4.62,2.4,2.22
T018520,2024-04-17 02:55:30,C00001,S004,P022,,4,18.0,0.0,72.0,24.0,48.0
T018521,2025-04-21 07:17:28,C03323,S004,P005,,2,3.36,0.0,6.72,3.0,3.72
T018522,2025-08-13 07:40:17,C01597,S002,P002,,4,1.89,0.0,6.7,4.4,2.3
T018523,2025-06-05 10:13:33,C01472,S002,P024,,2,12.6,0.0,20.66,8.0,12.66
T018524,2024-01-26 15:53:08,C03038,S008,P007,,6,2.8,0.0,16.8,7.2,9.6
T018525,2024-09-17 19:34:26,C03309,S002,P005,,8,3.2,0.0,25.6,12.0,13.6
T018526,2025-01-04 14:59:55,C02967,S003,P024,,1,12.6,0.0,12.6,4.0,8.6
T018527,2024-03-26 19:36:11,C02500,S006,P023,,1,35.0,0.0,35.0,12.0,23.0
T018528,2025-01-29 17:49:48,C00248,S007,P023,,3,36.75,0.0,110.25,36.0,74.25
T018529,2024-03-26 11:57:08,C02638,S006,P009,,1,899.0,0.0,899.0,550.0,349.0
T018530,2025-05-11 18:46:30,C02036,S002,P023,,2,36.75,0.0,60.27,24.0,36.27
T018531,2025-07-08 12:37:19,C01660,S004,P006,,7,2.1,0.0,15.88,7.0,8.88
T018532,2025-02-05 12:47:28,C02759,S001,P008,,5,7.35,0.0,36.75,20.0,16.75
T018533,2024-08-08 09:31:14,C01771,S003,P004,,4,2.2,0.0,9.5,4.8,4.7
T018534,2025-11-06 07:43:06,C03418,S001,P024,,3,12.6,0.0,35.65,12.0,23.65
T018535,2024-06-04 20:38:04,C00163,S002,P005,,5,3.2,0.0,16.0,7.5,8.5
T018536,2025-10-20 15:24:15,C01277,S005,P001,,7,12.6,0.0,88.2,56.0,32.2
T018537,2024-07-30 20:47:17,C03106,S002,P021,,1,59.0,0.0,63.72,25.0,38.72
T018538,2024-12-22 03:03:18,C02084,S001,P005,PR02,8,3.04,0.16,27.97,12.0,15.97
T018539,2025-09-02 20:43:21,C03428,S007,P008,,7,7.35,0.0,51.45,28.0,23.45
T018540,2025-07-18 04:00:18,C02696,S004,P024,,4,12.6,0.0,54.43,16.0,38.43
T018541,2024-10-18 13:50:27,C00946,S008,P009,,1,899.0,0.0,899.0,550.0,349.0
T018542,2025-07-03 07:15:01,C03488,S002,P002,,1,1.89,0.0,1.67,1.1,0.57
T018543,2024-03-21 12:03:48,C00869,S004,P008,,5,7.0,0.0,35.0,20.0,15.0
T018544,2025-02-06 08:48:10,C00712,S002,P006,,1,2.1,0.0,2.1,1.0,1.1
T018545,2025-02-27 07:30:48,C01957,S003,P024,,1,12.6,0.0,12.6,4.0,8.6
T018546,2024-07-26 00:18:20,C00596,S002,P007,,3,2.8,0.0,9.07,3.6,5.47
T018547,2024-03-04 08:27:07,C02969,S004,P004,,2,2.2,0.0,4.4,2.4,2.0
T018548,2024-02-23 04:27:28,C02674,S002,P006,,4,2.0,0.0,8.0,4.0,4.0
T018549,2024-08-08 18:40:14,C00079,S003,P001,,7,12.0,0.0,90.72,56.0,34.72
T018550,2025-09-07 18:11:00,C01468,S003,P013,,1,733.95,0.0,733.95,320.0,413.95
T018551,2024-11-09 05:53:46,C01671,S007,P004,,3,2.2,0.0,7.59,3.6,3.99
T018552,2025-07-15 12:25:04,C02746,S004,P019,,4,9.45,0.0,40.82,16.0,24.82
T018553,2025-01-10 01:52:07,C01568,S001,P019,,2,9.45,0.0,18.9,8.0,10.9
T018554,2024-04-28 16:27:34,C03224,S002,P020,,1,5.0,0.0,5.0,2.0,3.0
T018555,2024-07-19 07:37:03,C01196,S003,P008,,1,7.0,0.0,7.56,4.0,3.56
T018556,2024-02-05 07:42:28,C03069,S001,P024,,1,12.0,0.0,12.0,4.0,8.0
T018557,2025-11-19 19:48:05,C02390,S001,P008,,3,7.35,0.0,20.79,12.0,8.79
T018558,2025-12-07 00:32:47,C01420,S003,P010,PR05,1,20.16,5.04,23.18,10.0,13.18
T018559,2025-05-01 11:17:23,C01493,S005,P022,,1,18.9,0.0,18.9,6.0,12.9
T018560,2024-01-17 04:53:12,C01199,S007,P003,,8,8.0,0.0,64.0,40.0,24.0
T018561,2025-04-23 17:30:37,C02051,S002,P001,,5,12.6,0.0,51.66,40.0,11.66
T018562,2024-10-10 17:18:42,C01065,S001,P016,,1,149.0,0.0,149.0,60.0,89.0
T018563,2024-08-04 06:46:41,C00365,S006,P004,,1,2.2,0.0,2.38,1.2,1.18
T018564,2025-04-25 13:59:50,C02262,S001,P005,,8,3.36,0.0,22.04,12.0,10.04
T018565,2024-09-04 05:08:44,C01111,S004,P001,,8,12.0,0.0,96.0,64.0,32.0
T018566,2025-02-15 21:20:01,C01640,S002,P009,,1,943.95,0.0,943.95,550.0,393.95
T018567,2024-06-21 14:53:00,C02524,S006,P008,,5,7.0,0.0,35.0,20.0,15.0
T018568,2024-08-16 20:41:51,C00470,S008,P005,,6,3.2,0.0,20.74,9.0,11.74
T018569,2025-04-13 03:28:53,C01659,S006,P008,,5,7.35,0.0,36.75,20.0,16.75
T018570,2025-04-27 17:35:54,C02400,S008,P005,,7,3.36,0.0,23.52,10.5,13.02
T018571,2024-10-05 18:59:19,C02055,S007,P007,,1,2.8,0.0,2.8,1.2,1.6
T018572,2024-08-01 17:12:50,C03330,S007,P001,,5,12.0,0.0,64.8,40.0,24.8
T018573,2025-05-08 06:15:59,C03035,S006,P008,,6,7.35,0.0,44.1,24.0,20.1
T018574,2025-03-13 23:14:10,C01768,S005,P005,,3,3.36,0.0,10.08,4.5,5.58
T018575,2025-11-28 23:40:34,C01735,S002,P003,,7,8.4,0.0,55.45,35.0,20.45
T018576,2024-07-20 20:28:32,C03749,S001,P003,,1,8.0,0.0,8.64,5.0,3.64
T018577,2024-04-15 07:30:39,C02326,S007,P022,,2,18.0,0.0,36.0,12.0,24.0
T018578,2025-06-25 11:18:00,C01062,S003,P001,,3,12.6,0.0,37.8,24.0,13.8
T018579,2025-09-23 11:28:20,C02087,S008,P002,,5,1.89,0.0,9.45,5.5,3.95
T018580,2025-08-02 23:09:12,C01753,S001,P003,,1,8.4,0.0,7.44,5.0,2.44
T018581,2024-04-28 20:42:28,C00987,S006,P006,,6,2.0,0.0,12.0,6.0,6.0
T018582,2024-04-20 02:33:26,C03767,S003,P007,,1,2.8,0.0,2.8,1.2,1.6
T018583,2025-06-22 13:49:04,C01475,S005,P006,,6,2.1,0.0,12.6,6.0,6.6
T018584,2025-12-16 00:53:44,C03267,S001,P004,,2,2.31,0.0,4.36,2.4,1.96
T018585,2025-09-10 17:08:48,C00956,S006,P005,,4,3.36,0.0,13.44,6.0,7.44
T018586,2025-07-16 13:05:34,C02250,S008,P007,,2,2.94,0.0,6.35,2.4,3.95
T018587,2025-07-25 06:56:35,C01341,S007,P021,,1,61.95,0.0,66.91,25.0,41.91
T018588,2024-01-18 01:58:46,C01965,S004,P006,,6,2.0,0.0,12.0,6.0,6.0
T018589,2025-11-17 20:56:26,C03441,S002,P022,,3,18.9,0.0,53.47,18.0,35.47
T018590,2025-11-16 03:30:54,C00926,S002,P006,,1,2.1,0.0,1.98,1.0,0.98
T018591,2024-06-17 06:57:47,C02720,S003,P001,,5,12.0,0.0,60.0,40.0,20.0
T018592,2025-10-30 04:36:40,C02707,S003,P004,,7,2.31,0.0,16.17,8.4,7.77
T018593,2024-06-19 14:37:36,C02244,S005,P005,,4,3.2,0.0,12.8,6.0,6.8
T018594,2024-07-12 11:51:07,C01711,S002,P001,,1,12.0,0.0,12.96,8.0,4.96
T018595,2025-06-26 10:32:15,C00037,S004,P003,,3,8.4,0.0,25.2,15.0,10.2
T018596,2025-08-23 20:39:57,C02792,S001,P007,,5,2.94,0.0,13.02,6.0,7.02
T018597,2025-09-27 20:31:08,C03912,S008,P002,,6,1.89,0.0,11.34,6.6,4.74
T018598,2024-02-23 06:28:58,C01387,S002,P002,,6,1.8,0.0,10.8,6.6,4.2
T018599,2024-03-03 04:11:26,C00256,S004,P006,,1,2.0,0.0,2.0,1.0,1.0
T018600,2024-07-02 03:43:24,C00741,S002,P023,,3,35.0,0.0,113.4,36.0,77.4
T018601,2025-10-04 19:14:23,C03366,S004,P023,,3,36.75,0.0,110.25,36.0,74.25
T018602,2024-06-02 21:08:53,C01508,S006,P003,,6,8.0,0.0,48.0,30.0,18.0
T018603,2025-12-18 22:06:18,C01851,S006,P022,,4,18.9,0.0,86.94,24.0,62.94
T018604,2025-08-06 02:55:21,C01571,S006,P003,,8,8.4,0.0,72.58,40.0,32.58
T018605,2025-09-26 23:05:46,C01516,S007,P020,,1,5.25,0.0,5.25,2.0,3.25
T018606,2024-04-06 09:47:26,C02530,S003,P001,,2,12.0,0.0,24.0,16.0,8.0
T018607,2025-03-10 03:53:08,C00373,S007,P002,,1,1.89,0.0,1.89,1.1,0.79
T018608,2024-05-26 16:53:22,C00076,S002,P005,,1,3.2,0.0,3.2,1.5,1.7
T018609,2024-02-12 03:52:57,C01066,S003,P004,,5,2.2,0.0,11.0,6.0,5.0
T018610,2024-01-06 08:29:21,C01640,S001,P005,,8,3.2,0.0,25.6,12.0,13.6
